25.527      0           0.78      3     2 37.440
624.208     3           7.4       10    1 0.0
655.696     3           1.4       20    1 0.0
660.384     3           0.3       4     1 0.0
661.401     3           0.0646    9     1 0.0
661.401     3           0.0748    11    1 0.0
661.619     3           0.00965   14    1 0.0
